MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
4,6,50.0,5000,1,1,3,3,0,4,0,3,1,2,0,0,5,7,0,2006,1,1,14,15,4,0.0,3,2,1,5,5,4,0,600.0,6,0.0,72.0,672.0,1,0,1,4,832,378,0,1210,0.0,0.0,1,0,3,1,2,6,7,0,3,5,1941.0,3,1.0,240.0,5,5,1,0,0,0,0,0,0,3,4,2,0,5,2008,9,4,124000
6,6,59.0,5870,1,1,3,3,0,0,0,3,1,1,0,5,6,9,0,2000,1,1,6,6,4,0.0,3,2,0,5,5,4,6,0.0,6,0.0,554.0,554.0,1,0,1,4,736,554,0,1290,0.0,0.0,1,1,3,1,4,6,7,0,3,5,1926.0,3,1.0,200.0,1,5,2,38,112,0,0,0,0,3,2,4,400,4,2008,9,4,106900
4,6,50.0,6000,1,1,3,3,0,4,0,3,2,2,0,0,6,7,0,1989,1,1,14,15,4,0.0,3,4,1,5,5,4,0,521.0,6,0.0,460.0,981.0,1,0,1,4,1014,658,0,1672,0.0,0.0,1,1,3,1,2,6,7,1,2,5,1940.0,3,1.0,240.0,5,5,2,0,11,0,0,0,0,3,0,2,0,7,2008,9,4,164900
1,6,50.0,6000,1,1,3,1,0,4,0,3,2,2,0,2,5,7,0,2003,1,1,14,15,4,0.0,3,1,0,5,1,4,6,0.0,6,0.0,949.0,949.0,1,0,1,4,949,0,0,949,0.0,0.0,1,0,2,1,4,5,7,1,1,5,1924.0,3,2.0,370.0,5,5,2,0,0,48,0,0,0,3,4,2,0,7,2008,9,4,119000
4,6,50.0,6000,1,1,3,3,0,0,0,3,2,2,0,0,6,7,0,1950,1,1,15,16,4,0.0,3,4,0,5,5,4,6,0.0,6,0.0,862.0,862.0,1,4,1,4,950,208,0,1158,0.0,0.0,1,0,3,1,4,5,7,1,2,3,1929.0,2,1.0,208.0,5,5,2,0,0,112,0,0,0,3,4,2,0,7,2008,9,4,120000
4,6,50.0,6000,1,1,3,3,0,4,0,3,2,2,0,0,6,7,0,2000,1,1,14,15,4,0.0,3,2,0,5,5,4,5,201.0,3,162.0,462.0,825.0,1,0,1,4,825,672,0,1497,0.0,0.0,2,0,3,1,4,5,7,0,3,5,2004.0,3,1.0,672.0,5,5,2,272,0,0,0,0,0,3,0,2,0,5,2008,9,4,157000
4,6,50.0,6000,1,1,3,3,0,4,0,3,2,2,0,0,6,5,0,1950,1,1,14,15,4,0.0,3,4,1,5,5,4,3,264.0,6,0.0,475.0,739.0,1,0,1,4,874,468,0,1342,0.0,0.0,2,0,2,2,4,7,7,1,2,5,1939.0,3,1.0,240.0,5,5,2,0,0,0,0,0,0,3,4,2,0,4,2008,9,4,105000
3,6,50.0,5000,1,1,3,0,0,4,1,3,2,2,0,1,6,7,0,1950,1,1,8,8,4,0.0,3,4,0,5,5,4,6,0.0,6,0.0,992.0,992.0,1,0,1,4,1013,0,0,1013,0.0,0.0,1,0,3,1,4,6,7,0,3,5,1926.0,3,1.0,160.0,1,5,2,0,0,101,0,0,0,3,4,2,0,4,2008,9,4,113000
4,6,60.0,5520,1,1,0,3,0,2,0,3,1,2,0,0,5,7,0,1997,1,1,0,0,4,0.0,3,2,0,5,5,4,0,68.0,6,0.0,497.0,565.0,1,4,1,4,565,651,0,1216,1.0,0.0,1,0,3,1,4,6,7,1,2,3,1920.0,2,1.0,355.0,1,5,2,0,0,180,0,0,0,3,2,2,0,4,2008,9,4,115000
0,6,99.0,5940,1,1,0,3,0,3,0,3,1,2,0,2,4,7,0,1950,1,1,8,4,4,0.0,3,4,2,3,3,3,4,0.0,4,0.0,0.0,0.0,1,4,1,0,896,0,0,896,0.0,0.0,1,0,2,1,4,4,7,0,3,5,1946.0,3,1.0,280.0,5,5,2,0,0,0,0,0,0,3,2,2,0,4,2008,3,0,79000
4,6,52.0,6240,1,1,3,3,0,4,0,3,2,2,0,0,4,7,0,1950,1,1,8,8,4,0.0,3,4,2,5,5,4,1,80.0,6,0.0,624.0,704.0,1,0,1,4,624,512,0,1136,0.0,1.0,1,0,2,1,4,6,7,0,3,5,1990.0,3,1.0,336.0,5,5,2,0,365,80,0,0,0,3,4,2,0,8,2008,9,4,123000
1,6,51.0,6120,1,1,3,3,0,4,0,3,2,2,0,2,5,6,0,1995,1,1,9,10,4,0.0,3,2,1,3,3,3,4,0.0,4,0.0,0.0,0.0,1,2,0,4,808,0,0,808,0.0,0.0,1,0,1,1,4,6,3,0,3,1,1925.0,3,1.0,164.0,5,5,1,0,48,0,0,0,0,3,4,2,0,6,2008,9,4,81300
4,6,52.0,6240,1,1,3,3,0,4,0,3,2,2,0,0,5,7,0,1992,1,1,8,8,4,0.0,3,4,2,5,5,4,6,0.0,6,0.0,1078.0,1078.0,1,4,1,4,1128,445,0,1573,0.0,0.0,2,0,3,1,4,8,7,1,2,5,1930.0,3,2.0,360.0,5,5,1,0,0,0,0,0,0,3,4,2,0,6,2008,9,4,162900
4,6,52.0,6240,1,1,3,3,0,4,0,3,2,2,0,0,7,5,0,1950,1,1,14,15,4,0.0,3,4,0,5,5,2,5,300.0,3,240.0,449.0,989.0,1,4,1,4,1245,764,0,2009,0.0,0.0,2,0,4,1,4,7,3,1,2,5,1939.0,3,2.0,400.0,5,5,2,0,20,0,0,0,0,3,2,2,0,1,2008,9,4,150000
6,6,51.0,6120,1,1,3,3,0,4,0,20,0,2,0,5,5,5,0,1950,2,1,14,15,4,0.0,3,4,0,5,5,4,3,203.0,6,0.0,897.0,1100.0,1,4,1,4,1226,676,0,1902,0.0,0.0,2,0,4,1,4,7,7,0,3,5,1960.0,3,2.0,576.0,5,5,2,0,139,55,0,0,0,3,4,2,0,10,2008,9,4,123500
4,6,51.0,6120,1,1,3,3,0,4,0,20,0,2,0,0,7,5,0,1950,1,1,3,16,4,0.0,3,4,0,5,5,4,6,0.0,6,0.0,952.0,952.0,1,2,1,1,1022,752,0,1774,0.0,0.0,2,0,2,2,4,8,2,2,5,5,1931.0,3,2.0,468.0,1,5,2,90,0,205,0,0,0,3,4,2,0,4,2008,9,0,129900
6,6,60.0,6155,1,1,0,3,0,3,0,3,8,1,0,5,6,8,0,1999,1,1,14,15,4,0.0,3,4,0,1,1,2,6,0.0,6,0.0,611.0,611.0,1,0,1,4,751,611,0,1362,0.0,0.0,2,0,3,1,4,6,7,0,3,5,1920.0,0,2.0,502.0,5,1,2,0,0,84,0,0,0,3,4,2,0,6,2008,9,4,128000
1,6,60.0,6324,1,1,0,3,0,4,0,3,1,7,0,2,4,6,0,1950,1,1,8,8,4,0.0,3,4,0,5,5,4,6,0.0,6,0.0,520.0,520.0,1,1,0,4,520,0,0,520,0.0,0.0,1,0,1,1,1,4,7,0,3,5,1920.0,3,1.0,240.0,1,5,2,49,0,87,0,0,0,3,4,2,0,5,2008,9,4,68500
4,6,50.0,8635,1,1,3,3,0,4,0,3,2,2,0,0,5,5,0,2001,1,1,14,15,4,0.0,3,4,1,5,5,4,1,336.0,2,41.0,295.0,672.0,1,4,1,4,1072,213,0,1285,1.0,0.0,1,0,2,1,4,6,2,0,3,5,1948.0,3,1.0,240.0,5,5,2,0,0,0,0,0,0,3,2,2,0,1,2008,9,4,127000
4,5,64.0,13053,1,2,3,0,0,4,0,3,2,2,0,0,6,7,0,2000,2,1,14,15,4,0.0,3,4,0,5,5,4,6,0.0,6,0.0,833.0,833.0,1,2,1,4,1053,795,0,1848,0.0,0.0,1,1,4,1,2,8,7,1,2,5,1922.0,3,2.0,370.0,5,5,0,0,0,0,0,220,0,3,4,2,0,6,2008,9,4,207000
4,5,60.0,9120,1,2,3,3,0,4,0,3,2,2,0,0,7,6,0,1950,1,1,14,15,4,0.0,3,2,2,5,5,4,5,329.0,6,0.0,697.0,1026.0,1,0,1,4,1133,687,0,1820,1.0,0.0,2,0,4,1,4,8,7,0,3,5,1925.0,3,1.0,240.0,5,5,0,0,100,0,0,0,0,3,0,2,0,6,2008,9,4,184000
4,5,60.0,9144,1,2,3,3,0,4,0,3,2,2,0,0,6,4,0,2004,1,1,13,14,4,0.0,3,2,0,5,5,4,6,0.0,6,0.0,810.0,810.0,1,0,1,4,1170,546,0,1716,0.0,0.0,2,0,4,1,2,8,7,0,3,5,1970.0,3,2.0,672.0,5,5,2,0,195,0,0,0,0,3,4,2,0,3,2008,9,4,162500
4,5,51.0,9144,1,2,3,3,0,4,0,3,2,2,0,0,5,5,0,1982,1,1,8,8,4,0.0,3,4,1,5,5,4,5,399.0,6,0.0,484.0,883.0,1,2,1,4,988,517,0,1505,1.0,0.0,1,0,3,1,4,8,7,0,3,5,1940.0,3,1.0,240.0,5,5,0,0,0,0,0,0,0,3,4,2,0,7,2008,9,4,145000
1,5,55.0,10267,1,1,3,3,0,4,0,3,6,2,0,2,6,7,0,2000,1,1,12,16,4,0.0,3,2,0,5,2,2,5,210.0,0,606.0,0.0,816.0,1,0,1,4,838,0,0,838,1.0,0.0,1,0,2,1,1,5,7,0,3,5,1961.0,0,1.0,275.0,5,5,0,0,0,112,0,0,0,3,3,2,0,5,2008,9,4,130000
5,6,57.0,8094,1,0,3,3,0,4,0,20,2,2,1,4,6,8,0,1983,1,1,14,15,4,0.0,3,4,2,5,5,2,5,196.0,6,0.0,1046.0,1242.0,1,2,1,4,1242,742,0,1984,0.0,0.0,2,0,5,1,4,8,7,0,3,5,0.0,1,1.0,360.0,3,3,2,64,0,180,0,0,0,3,2,4,1000,9,2008,9,4,160000
6,6,60.0,5100,1,0,3,3,0,4,0,20,2,2,0,5,8,7,0,1996,3,1,12,16,4,0.0,3,2,2,5,5,4,6,0.0,6,0.0,588.0,588.0,1,1,1,4,833,833,0,1666,0.0,0.0,1,0,3,1,2,7,7,1,2,5,1925.0,3,1.0,228.0,5,5,2,192,63,0,0,0,0,3,2,2,0,6,2008,9,4,161000
4,6,63.0,4347,1,1,3,3,0,4,0,20,2,2,0,0,6,8,0,1950,2,1,8,8,4,0.0,2,4,0,2,2,4,6,0.0,6,0.0,796.0,796.0,1,0,1,4,825,784,0,1609,0.0,0.0,1,0,3,1,4,7,7,0,3,5,1910.0,3,1.0,228.0,1,1,0,0,182,0,0,0,0,3,4,2,0,6,2008,9,4,127500
1,6,60.0,6291,0,1,0,3,0,4,0,11,7,2,0,2,6,6,0,1950,1,1,12,16,4,0.0,2,2,0,5,5,4,6,0.0,6,0.0,768.0,768.0,1,4,1,4,768,0,0,768,0.0,0.0,1,0,1,1,4,4,7,0,3,5,1930.0,3,2.0,440.0,5,5,0,0,0,84,0,0,0,3,4,2,0,7,2008,9,4,93850
6,6,60.0,10266,1,1,3,3,0,4,0,11,2,2,0,5,6,6,0,1952,1,1,8,8,4,0.0,3,4,1,5,5,4,5,372.0,6,0.0,396.0,768.0,1,4,1,0,768,768,0,1536,0.0,0.0,1,1,4,1,4,7,7,0,3,5,1952.0,3,1.0,308.0,5,5,2,0,216,80,0,0,0,3,4,2,0,5,2008,0,0,136000
4,6,60.0,6876,1,1,3,0,0,4,0,11,2,2,0,0,6,6,0,1958,1,1,14,15,4,0.0,3,4,0,5,5,4,6,0.0,6,0.0,1272.0,1272.0,1,4,1,4,1272,0,697,1969,0.0,0.0,2,0,4,1,4,9,2,1,2,5,1938.0,3,2.0,400.0,5,5,2,0,34,0,0,0,0,3,4,2,0,11,2008,0,4,141000
4,6,60.0,10320,1,0,3,3,0,4,0,11,2,2,0,0,5,6,0,1978,1,1,6,6,4,0.0,3,1,0,5,1,4,6,0.0,6,0.0,880.0,880.0,1,2,1,4,880,428,0,1308,0.0,0.0,2,0,2,1,4,6,7,0,3,5,1950.0,3,2.0,400.0,1,1,2,0,0,117,0,0,0,3,4,2,0,4,2008,9,4,120000
1,6,60.0,7200,1,1,3,3,0,0,0,11,2,2,0,2,6,7,0,1992,1,1,13,14,4,0.0,3,4,1,5,5,4,6,0.0,6,0.0,1040.0,1040.0,1,2,1,4,1040,0,0,1040,0.0,0.0,1,0,2,1,4,5,7,0,3,5,1993.0,3,2.0,320.0,5,5,2,0,132,0,0,0,0,3,4,2,0,7,2008,9,4,127500
4,6,62.0,7006,1,1,3,3,0,4,0,11,2,2,0,0,6,6,0,1950,1,1,12,13,4,0.0,3,4,2,5,5,4,5,121.0,6,0.0,647.0,768.0,1,4,1,4,788,448,0,1236,1.0,0.0,2,0,3,1,4,6,7,1,2,5,1985.0,3,1.0,384.0,5,5,2,0,0,0,0,0,0,3,2,2,0,8,2008,9,3,127000
4,6,60.0,7920,1,0,0,3,0,4,0,11,0,2,0,0,6,7,0,1950,1,1,8,8,4,0.0,3,1,1,5,5,4,6,0.0,6,0.0,319.0,319.0,1,4,1,0,1035,371,0,1406,0.0,0.0,1,0,3,1,1,6,7,0,3,6,0.0,1,0.0,0.0,3,3,0,0,144,0,0,0,0,3,2,2,0,3,2008,9,4,89500
0,6,49.0,8235,1,1,0,1,0,4,0,20,1,7,0,2,5,7,0,1995,1,1,8,8,4,0.0,3,2,1,5,5,4,3,180.0,5,645.0,0.0,825.0,1,4,1,4,825,0,0,825,1.0,0.0,1,0,2,1,4,4,7,0,3,5,1963.0,2,2.0,720.0,5,5,2,140,50,0,0,0,0,3,2,2,0,6,2008,9,4,125000
4,6,60.0,5586,1,1,0,0,0,4,0,20,1,2,0,0,6,7,0,1998,1,1,8,8,4,0.0,3,4,0,5,5,4,6,0.0,6,0.0,901.0,901.0,1,2,1,4,1088,110,0,1198,0.0,0.0,1,0,4,1,4,7,7,0,3,6,0.0,1,0.0,0.0,3,3,0,0,98,0,0,0,0,3,2,2,0,9,2008,3,0,79900
1,6,60.0,10320,1,1,3,3,0,4,0,11,7,2,0,2,5,8,0,1991,1,1,14,15,4,0.0,3,4,0,1,5,4,6,0.0,6,0.0,451.0,451.0,1,4,1,4,759,0,0,759,0.0,0.0,1,0,1,1,4,5,7,0,3,5,1997.0,3,2.0,576.0,5,5,0,40,0,0,0,0,0,3,4,2,0,8,2008,3,3,85000
15,6,60.0,10320,1,0,3,3,0,4,0,11,2,2,1,5,3,3,0,1950,1,1,1,1,4,0.0,1,1,2,5,1,4,6,0.0,6,0.0,536.0,536.0,1,0,0,1,808,536,0,1344,0.0,0.0,2,0,3,2,4,8,7,0,3,6,0.0,1,0.0,0.0,3,3,0,42,0,204,0,0,0,3,4,2,0,5,2008,9,4,82375
4,6,60.0,10320,1,0,3,3,0,4,0,11,2,2,0,0,6,7,0,1995,1,1,8,8,4,0.0,3,4,1,5,5,4,6,0.0,6,0.0,756.0,756.0,1,0,1,4,756,713,0,1469,0.0,0.0,1,0,3,1,4,7,7,0,3,5,1906.0,3,1.0,216.0,5,5,2,57,0,239,0,0,0,3,2,2,0,6,2008,9,4,135000
0,5,82.0,9488,1,1,3,3,0,4,0,22,1,2,0,2,5,6,0,1993,1,1,13,14,4,0.0,2,4,1,5,5,4,6,0.0,6,0.0,1046.0,1046.0,1,2,0,4,1054,0,0,1054,0.0,0.0,1,0,3,1,4,6,7,0,3,5,1947.0,3,1.0,240.0,5,5,2,0,60,122,0,0,0,3,4,2,0,9,2008,9,0,124000
0,5,55.0,8250,1,1,3,3,0,4,0,22,1,2,0,2,5,5,0,1968,3,1,6,6,4,0.0,3,4,1,5,5,4,1,250.0,3,492.0,210.0,952.0,1,0,1,4,1211,0,0,1211,0.0,0.0,1,0,3,1,4,5,7,1,5,1,1968.0,3,1.0,322.0,5,5,2,0,63,0,0,0,0,3,4,2,0,8,2008,9,4,134000
4,5,115.0,21286,1,1,3,3,0,4,0,22,2,2,0,0,5,5,0,1950,1,1,14,15,4,0.0,3,4,1,5,5,4,6,0.0,6,0.0,720.0,720.0,1,4,1,4,720,551,0,1271,0.0,0.0,2,0,4,1,4,7,7,1,2,1,1948.0,3,1.0,312.0,5,5,2,0,0,108,0,0,0,3,4,2,0,8,2008,9,4,135000
4,5,80.0,17120,1,1,3,3,0,4,0,4,1,2,0,0,4,4,0,1959,1,1,15,10,4,0.0,3,4,1,3,3,3,4,0.0,4,0.0,0.0,0.0,1,4,1,4,1120,468,0,1588,0.0,0.0,2,0,4,1,4,7,3,1,2,5,1991.0,0,2.0,680.0,5,5,0,0,59,0,0,0,0,3,4,2,0,7,2008,9,4,134432
15,5,62.0,10106,1,1,3,3,0,4,0,7,2,2,1,0,5,7,0,1999,1,1,14,15,4,0.0,3,2,0,5,5,4,0,351.0,5,181.0,112.0,644.0,1,2,1,4,808,547,0,1355,1.0,0.0,2,0,4,2,4,6,7,0,3,6,0.0,1,0.0,0.0,3,3,2,140,0,0,0,0,0,3,4,2,0,9,2008,9,4,127500
9,5,72.0,11235,1,1,3,3,0,0,0,22,1,2,0,6,5,6,0,1963,1,1,6,15,4,0.0,3,4,1,2,5,0,0,784.0,6,0.0,197.0,981.0,1,4,1,4,1075,0,0,1075,1.0,0.0,1,0,3,1,2,6,7,0,3,5,1996.0,3,2.0,440.0,5,5,2,64,0,0,0,64,0,3,2,2,0,5,2008,9,0,148000
0,5,70.0,11200,1,1,3,3,0,4,0,22,2,2,0,2,5,5,0,1965,3,1,6,6,4,0.0,3,4,1,5,5,4,5,906.0,6,0.0,134.0,1040.0,1,0,1,4,1040,0,0,1040,1.0,0.0,1,0,3,1,4,5,7,0,3,5,1965.0,3,1.0,384.0,5,5,2,0,0,0,0,0,0,3,4,2,0,2,2008,9,4,129500
8,5,80.0,13014,1,1,3,3,0,4,0,22,2,2,0,7,6,5,0,1978,1,1,6,10,1,39.0,3,4,1,5,5,0,0,528.0,6,0.0,480.0,1008.0,1,4,1,4,1096,0,0,1096,1.0,0.0,1,0,3,1,4,6,7,1,1,1,1978.0,3,2.0,484.0,5,5,2,168,0,0,0,0,0,3,4,2,0,12,2008,9,4,157500
0,5,72.0,7162,1,1,0,3,0,4,0,22,2,2,0,2,5,7,0,1966,1,1,6,6,0,41.0,3,4,2,5,5,4,6,0.0,6,0.0,876.0,876.0,1,4,1,4,904,0,0,904,0.0,0.0,1,0,3,1,4,6,7,0,3,1,1966.0,3,1.0,408.0,5,5,2,0,0,0,0,0,0,3,2,2,0,12,2008,9,0,109900
0,5,68.0,10265,1,1,0,3,0,4,0,22,2,2,0,2,5,7,0,2005,1,1,6,6,4,0.0,3,1,1,5,5,4,0,758.0,6,0.0,234.0,992.0,1,0,1,4,992,0,0,992,1.0,0.0,1,0,3,1,2,6,7,0,3,1,1967.0,2,1.0,294.0,5,5,2,204,0,0,0,0,0,3,2,4,600,7,2008,9,4,145000
0,5,57.0,9764,1,1,0,3,0,2,0,22,1,2,0,2,5,7,0,2003,1,1,13,14,4,0.0,3,4,1,5,5,4,1,702.0,6,0.0,192.0,894.0,1,0,1,4,894,0,0,894,1.0,0.0,1,0,3,1,2,5,7,0,3,1,1967.0,2,2.0,450.0,5,5,2,0,0,0,0,0,0,3,4,2,0,5,2008,9,4,130000
9,5,72.0,7703,1,1,0,3,0,1,0,22,2,2,0,6,6,8,0,1978,1,1,6,6,0,40.0,3,4,1,2,5,1,0,450.0,6,0.0,0.0,450.0,1,0,1,4,1034,0,0,1034,0.0,1.0,1,0,3,1,4,6,7,1,4,2,1978.0,0,2.0,504.0,5,5,2,311,0,0,0,0,0,3,1,2,0,5,2008,9,4,153000
0,5,72.0,9981,1,1,0,3,0,0,0,22,2,2,0,2,5,5,0,1967,1,1,8,8,1,340.0,3,4,1,5,5,2,1,221.0,6,0.0,852.0,1073.0,1,2,1,4,1073,0,0,1073,0.0,0.0,1,0,3,1,4,6,7,0,3,1,1967.0,2,1.0,270.0,5,5,2,0,90,0,0,0,0,3,2,2,0,3,2008,9,4,120000
9,5,72.0,7400,1,1,0,3,0,1,0,22,2,2,0,6,5,5,0,1984,1,1,13,14,4,0.0,3,4,2,2,5,0,3,104.0,0,956.0,0.0,1060.0,1,4,1,4,1126,0,0,1126,1.0,0.0,1,0,2,1,4,5,7,0,3,1,1984.0,3,2.0,506.0,5,5,2,178,0,0,0,0,0,3,4,2,0,3,2008,9,4,152000
10,5,60.0,12900,1,1,3,3,0,4,0,22,1,2,2,6,4,4,0,1969,1,1,9,10,4,0.0,3,4,1,2,5,0,2,1198.0,6,0.0,0.0,1198.0,1,4,1,4,1258,0,0,1258,2.0,0.0,0,2,0,2,4,6,7,0,3,4,1969.0,3,2.0,400.0,1,5,2,120,0,0,0,0,0,3,4,2,0,1,2008,9,2,108959
15,5,60.0,12900,1,1,3,3,0,4,0,22,1,2,1,2,5,4,0,1950,1,1,3,13,4,0.0,3,4,2,5,1,4,1,1300.0,6,0.0,0.0,1300.0,1,1,1,4,1140,0,0,1140,1.0,0.0,1,0,3,1,4,6,7,0,3,4,1920.0,3,2.0,400.0,5,5,2,0,0,190,0,0,0,3,4,2,0,1,2008,9,2,95541
0,5,72.0,9000,1,1,3,3,0,4,0,22,2,2,0,2,5,3,0,1959,1,1,14,10,4,0.0,3,4,1,5,5,4,2,288.0,6,0.0,718.0,1006.0,1,4,1,4,1006,0,0,1006,0.0,0.0,1,0,3,1,4,5,7,0,3,6,0.0,1,0.0,0.0,3,3,2,0,24,0,0,0,0,3,4,2,0,7,2008,9,4,80000
0,5,72.0,8544,1,1,0,3,0,1,0,22,2,2,0,2,5,6,0,2006,1,1,6,6,4,0.0,3,4,1,5,5,4,6,0.0,6,0.0,1228.0,1228.0,1,2,1,4,1228,0,0,1228,0.0,0.0,1,1,3,1,2,6,7,0,3,1,1966.0,3,1.0,271.0,5,5,2,0,65,0,0,0,0,3,2,2,0,6,2008,9,4,149350
0,5,94.0,9239,1,1,3,3,0,4,0,22,1,2,0,2,5,8,0,2003,1,1,13,14,4,0.0,3,2,1,5,5,4,2,634.0,6,0.0,326.0,960.0,1,0,1,4,960,0,0,960,1.0,0.0,1,0,3,1,2,6,7,0,3,1,1963.0,0,1.0,300.0,5,5,2,168,0,0,0,0,0,3,4,2,0,5,2008,9,4,144900
0,5,88.0,14175,1,1,3,3,0,4,0,22,3,2,0,2,6,8,0,1956,1,1,6,6,4,0.0,3,4,1,5,2,1,2,776.0,6,0.0,212.0,988.0,1,4,1,0,1188,0,0,1188,1.0,0.0,1,0,1,1,4,4,7,1,5,1,1956.0,3,2.0,621.0,5,5,2,102,89,231,0,0,0,3,4,2,0,6,2008,9,4,185000
0,5,72.0,13284,1,1,3,3,0,4,0,22,4,2,0,2,5,5,0,1954,1,1,14,10,4,0.0,3,4,2,2,5,2,1,1064.0,6,0.0,319.0,1383.0,1,4,1,4,1383,0,0,1383,1.0,0.0,1,0,3,1,4,6,7,1,2,1,1954.0,3,1.0,354.0,5,5,2,511,116,0,0,0,0,3,0,2,0,6,2008,9,4,165000
0,5,80.5,13500,1,1,3,3,0,4,0,4,2,2,0,2,6,7,0,1975,0,1,3,10,4,0.0,3,4,1,2,5,1,1,429.0,0,1080.0,93.0,1602.0,1,2,1,4,1252,0,0,1252,1.0,0.0,1,0,1,1,4,4,7,1,2,1,1960.0,2,2.0,564.0,5,5,2,409,0,0,0,0,0,3,4,2,0,3,2008,9,4,235000
8,5,85.0,13825,1,1,3,3,0,4,0,22,2,2,0,7,5,6,0,1987,1,1,8,8,4,0.0,3,2,1,5,5,4,6,0.0,6,0.0,533.0,533.0,1,4,1,4,1021,580,0,1601,0.0,1.0,1,0,3,1,4,6,3,0,3,3,1958.0,2,1.0,300.0,5,5,2,280,34,0,0,0,0,3,4,2,0,12,2008,9,4,140000
1,5,60.0,10200,1,1,3,3,0,4,0,22,2,2,0,2,5,8,0,1997,1,1,14,15,4,0.0,3,4,2,5,5,4,6,0.0,6,0.0,672.0,672.0,1,0,1,4,672,0,0,672,0.0,0.0,1,0,2,1,4,4,7,0,3,5,1940.0,3,1.0,240.0,5,5,0,168,0,0,0,0,0,3,0,2,0,8,2008,9,4,108000
15,5,80.5,10532,1,1,3,3,0,0,0,4,2,2,0,2,5,3,0,1960,0,5,9,10,5,275.0,3,4,1,5,5,2,5,988.0,6,0.0,0.0,988.0,1,2,1,4,1721,0,0,1721,1.0,0.0,2,0,3,1,4,7,4,2,5,2,1960.0,3,2.0,626.0,5,5,2,50,84,0,0,0,0,3,4,2,0,12,2008,9,0,145000
4,5,63.0,8375,1,1,3,3,0,0,0,22,2,2,0,0,5,7,0,1973,1,1,14,15,4,0.0,3,4,0,5,5,4,0,336.0,6,0.0,240.0,576.0,1,2,1,4,864,486,0,1350,1.0,0.0,1,1,2,1,2,6,2,0,3,0,1973.0,3,3.0,627.0,5,5,0,0,0,0,0,0,0,3,2,2,0,6,2008,9,4,152400
8,5,72.0,10200,1,1,3,3,0,4,0,22,2,2,0,7,5,8,0,1970,3,1,6,6,4,0.0,3,2,2,2,5,0,0,704.0,6,0.0,160.0,864.0,1,0,1,4,904,0,0,904,0.0,0.0,1,0,3,1,2,5,7,0,3,0,1979.0,3,3.0,912.0,5,5,2,143,0,0,0,0,0,3,2,2,0,6,2008,9,4,144000
11,5,80.5,2887,1,1,3,1,0,4,0,4,2,2,0,2,6,5,0,1997,1,1,14,15,4,0.0,3,4,2,2,5,2,2,1003.0,6,0.0,288.0,1291.0,1,0,1,4,1291,0,0,1291,1.0,0.0,1,0,2,1,2,6,7,1,2,1,1996.0,3,2.0,431.0,5,5,2,307,0,0,0,0,0,3,4,2,0,11,2008,9,4,173000
5,5,83.0,10005,1,1,3,3,0,4,0,4,2,2,0,5,7,5,0,1977,3,1,9,10,1,299.0,3,4,1,2,5,4,1,392.0,6,0.0,768.0,1160.0,1,0,1,4,1156,866,0,2022,0.0,0.0,2,1,4,1,4,8,7,1,5,1,1977.0,0,2.0,505.0,5,5,2,288,117,0,0,0,0,3,4,2,0,3,2008,9,4,192000
0,5,82.0,20270,1,1,0,3,0,1,0,4,2,2,0,2,7,6,0,1979,1,1,9,10,4,0.0,3,4,1,2,5,1,2,599.0,6,0.0,925.0,1524.0,1,4,1,4,1524,0,0,1524,1.0,0.0,2,0,3,1,4,7,7,2,2,1,1979.0,0,2.0,478.0,5,5,2,140,0,0,0,0,0,3,4,2,0,4,2008,9,4,245000
0,5,73.0,39104,1,1,0,2,0,1,2,4,2,2,0,2,7,7,0,2005,0,2,9,10,4,0.0,3,4,1,2,5,1,3,226.0,2,1063.0,96.0,1385.0,1,0,1,4,1363,0,0,1363,1.0,0.0,1,0,2,1,4,5,4,2,5,1,1954.0,3,2.0,439.0,5,5,2,81,0,0,0,0,0,3,4,2,0,4,2008,9,4,241500
